I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.05,,,,,-0.065,-0.09,-0.18,,,
,-0.05,,,,,-0.065,-0.09,-0.18,,,
,-0.049,,,,,-0.065,-0.093,-0.18,,,
,-0.054,,,,,-0.065,-0.096,-0.18,,,
,-0.061,,,,,-0.066,-0.095,-0.18,,,
,-0.065,,,,,-0.07,-0.095,-0.18,,,
,-0.069,,,,,-0.07,-0.099,-0.18,,,
,-0.07,,,,,-0.07,-0.1,-0.183,,,
,-0.07,,,,,-0.07,-0.1,-0.187,,,
,-0.069,,,,,-0.07,-0.1,-0.191,,,
,-0.07,,,,,-0.07,-0.1,-0.195,,,
,-0.087,,,,,-0.066,-0.096,-0.196,,,
,-0.089,,,,,-0.065,-0.095,-0.192,,,
,-0.084,,,,,-0.065,-0.095,-0.189,,,
,-0.085,,,,,-0.065,-0.095,-0.19,,,
,-0.085,,,,,-0.065,-0.095,-0.19,,,
,-0.085,,,,,-0.061,-0.095,-0.19,,,
,-0.085,,,,,-0.06,-0.092,-0.191,,,
,-0.085,,,,,-0.06,-0.089,-0.188,,,
,-0.085,,,,,-0.06,-0.09,-0.185,,,
,-0.085,,,,,-0.06,-0.09,-0.185,,,
,-0.085,,,,,-0.056,-0.09,-0.185,,,
,-0.085,,,,,-0.055,-0.09,-0.185,,,
,-0.085,,,,,-0.055,-0.09,-0.185,,,
,-0.085,,,,,-0.055,-0.089,-0.185,,,
,-0.085,,,,,-0.055,-0.085,-0.185,,,
,-0.081,,,,,-0.055,-0.085,-0.181,,,
,-0.08,,,,,-0.052,-0.085,-0.18,,,
,-0.08,,,,,-0.049,-0.085,-0.18,,,
,-0.08,,,,,-0.05,-0.085,-0.18,,,
,-0.08,,,,,-0.05,-0.085,-0.18,,,
,-0.08,,,,,-0.05,-0.081,-0.18,,,
,-0.08,,,,,-0.047,-0.08,-0.177,,,
,-0.08,,,,,-0.044,-0.08,-0.174,,,
,-0.08,,,,,-0.045,-0.08,-0.175,,,
,-0.08,,,,,-0.045,-0.08,-0.175,,,
,-0.08,,,,,-0.045,-0.08,-0.175,,,
,-0.08,,,,,-0.046,-0.081,-0.175,,,
,-0.08,,,,,-0.043,-0.078,-0.175,,,
,-0.081,,,,,-0.04,-0.075,-0.174,,,
,-0.085,,,,,-0.04,-0.075,-0.17,,,
,-0.085,,,,,-0.04,-0.075,-0.17,,,
,-0.085,,,,,-0.041,-0.076,-0.171,,,
,-0.085,,,,,-0.038,-0.073,-0.168,,,
,-0.085,,,,,-0.035,-0.07,-0.165,,,
,-0.085,,,,,-0.035,-0.07,-0.165,,,
,-0.085,,,,,-0.035,-0.07,-0.165,,,
,-0.085,,,,,-0.036,-0.07,-0.165,,,
,-0.085,,,,,-0.033,-0.07,-0.163,,,
,-0.085,,,,,-0.03,-0.069,-0.16,,,
,-0.085,,,,,-0.03,-0.065,-0.16,,,
,-0.085,,,,,-0.03,-0.065,-0.16,,,
,-0.084,,,,,-0.03,-0.065,-0.157,,,
,-0.087,,,,,-0.03,-0.065,-0.155,,,
,-0.09,,,,,-0.029,-0.064,-0.155,,,
,-0.09,,,,,-0.025,-0.06,-0.155,,,
,-0.09,,,,,-0.025,-0.06,-0.155,,,
,-0.09,,,,,-0.025,-0.06,-0.152,,,
,-0.09,,,,,-0.025,-0.06,-0.15,,,
,-0.09,,,,,-0.024,-0.06,-0.15,,,
,-0.09,,,,,-0.02,-0.06,-0.15,,,
,-0.09,,,,,-0.02,-0.056,-0.151,,,
,-0.09,,,,,-0.02,-0.052,-0.144,,,
,-0.09,,,,,-0.019,-0.047,-0.137,,,
,-0.09,,,,,-0.021,-0.045,-0.134,,,
,-0.09,,,,,-0.02,-0.04,-0.13,,,
,-0.089,,,,,0.007,-0.009,-0.126,,,
,-0.097,,,,,0.035,0.021,-0.12,,,
,-0.097,,,,,0.069,0.054,-0.123,,,
,-0.089,,,,,0.118,0.113,-0.105,,,
,-0.085,,,,,0.17,0.2,-0.04,,,
,-0.076,,,,,0.219,0.291,0.02,,,
,-0.074,,,,,0.252,0.347,0.085,,,
,-0.058,,,,,0.228,0.332,0.137,,,
,-0.029,,,,,0.166,0.277,0.177,,,
,-0.005,,,,,0.11,0.23,0.24,,,
,0.049,,,,,0.021,0.166,0.322,,,
,0.109,,,,,-0.089,0.108,0.418,,,
,0.16,,,,,-0.215,0.03,0.505,,,
,0.215,,,,,-0.339,-0.086,0.577,,,
,0.295,,,,,-0.44,-0.2,0.665,,,
,0.4,,,,,-0.534,-0.276,0.794,,,
,0.486,,,,,-0.645,-0.402,0.823,,,
,0.554,,,,,-0.748,-0.57,0.804,,,
,0.621,,,,,-0.838,-0.744,0.806,,,
,0.665,,,,,-0.92,-0.885,0.8,,,
,0.668,,,,,-0.945,-0.919,0.79,,,
,0.69,,,,,-0.902,-0.918,0.844,,,
,0.679,,,,,-0.843,-0.827,0.949,,,
,0.631,,,,,-0.782,-0.668,1.01,,,
,0.59,,,,,-0.675,-0.53,0.955,,,
,0.471,,,,,-0.52,-0.367,0.8,,,
,0.3,,,,,-0.374,-0.284,0.544,,,
,0.173,,,,,-0.265,-0.239,0.219,,,
,0.113,,,,,-0.189,-0.181,0.01,,,
,0.065,,,,,-0.135,-0.13,0.02,,,
,0.014,,,,,-0.08,-0.075,0.01,,,
,-0.005,,,,,-0.055,-0.052,-0.003,,,
,-0.006,,,,,-0.043,-0.047,-0.01,,,
,-0.012,,,,,-0.026,-0.038,-0.023,,,
,-0.02,,,,,-0.01,-0.03,-0.035,,,
,-0.024,,,,,0.003,-0.018,-0.043,,,
,-0.031,,,,,0.009,-0.009,-0.055,,,
,-0.037,,,,,0.012,-0.001,-0.062,,,
,-0.042,,,,,0.016,0.007,-0.067,,,
,-0.055,,,,,0.02,0.01,-0.08,,,
,-0.063,,,,,0.02,0.01,-0.097,,,
,-0.071,,,,,0.022,0.009,-0.108,,,
,-0.077,,,,,0.028,0.012,-0.124,,,
,-0.081,,,,,0.03,0.015,-0.136,,,
,-0.085,,,,,0.03,0.015,-0.13,,,
,-0.085,,,,,0.034,0.015,-0.13,,,
,-0.085,,,,,0.039,0.014,-0.13,,,
,-0.085,,,,,0.04,0.017,-0.13,,,
,-0.086,,,,,0.041,0.02,-0.13,,,
,-0.09,,,,,0.045,0.02,-0.13,,,
,-0.09,,,,,0.045,0.02,-0.13,,,
,-0.09,,,,,0.045,0.02,-0.13,,,
,-0.089,,,,,0.045,0.022,-0.13,,,
,-0.091,,,,,0.045,0.025,-0.13,,,
,-0.095,,,,,0.045,0.025,-0.13,,,
,-0.091,,,,,0.045,0.025,-0.13,,,
,-0.089,,,,,0.048,0.028,-0.131,,,
,-0.09,,,,,0.051,0.03,-0.128,,,
,-0.09,,,,,0.05,0.03,-0.125,,,
,-0.09,,,,,0.05,0.03,-0.125,,,
,-0.09,,,,,0.05,0.03,-0.125,,,
,-0.09,,,,,0.05,0.033,-0.125,,,
,-0.09,,,,,0.05,0.036,-0.125,,,
,-0.089,,,,,0.051,0.035,-0.125,,,
,-0.085,,,,,0.055,0.035,-0.125,,,
,-0.085,,,,,0.055,0.035,-0.125,,,
,-0.085,,,,,0.055,0.038,-0.125,,,
,-0.085,,,,,0.055,0.041,-0.125,,,
,-0.085,,,,,0.055,0.04,-0.125,,,
,-0.085,,,,,0.055,0.04,-0.125,,,
,-0.085,,,,,0.055,0.04,-0.125,,,
,-0.086,,,,,0.058,0.039,-0.122,,,
,-0.083,,,,,0.061,0.042,-0.117,,,
,-0.08,,,,,0.06,0.045,-0.115,,,
,-0.08,,,,,0.06,0.045,-0.115,,,
,-0.08,,,,,0.06,0.045,-0.111,,,
,-0.08,,,,,0.06,0.045,-0.11,,,
,-0.08,,,,,0.06,0.045,-0.109,,,
,-0.08,,,,,0.061,0.046,-0.104,,,
,-0.08,,,,,0.065,0.05,-0.1,,,
,-0.08,,,,,0.065,0.054,-0.1,,,
,-0.081,,,,,0.065,0.061,-0.097,,,
,-0.078,,,,,0.065,0.067,-0.095,,,
,-0.075,,,,,0.065,0.071,-0.094,,,
,-0.075,,,,,0.065,0.075,-0.085,,,
,-0.075,,,,,0.065,0.075,-0.081,,,
,-0.075,,,,,0.068,0.075,-0.077,,,
,-0.075,,,,,0.071,0.074,-0.073,,,
,-0.074,,,,,0.07,0.077,-0.069,,,
,-0.07,,,,,0.07,0.085,-0.065,,,
,-0.07,,,,,0.07,0.089,-0.061,,,
,-0.07,,,,,0.07,0.096,-0.057,,,
,-0.07,,,,,0.07,0.103,-0.053,,,
,-0.07,,,,,0.071,0.106,-0.049,,,
,-0.07,,,,,0.075,0.11,-0.045,,,
,-0.07,,,,,0.075,0.114,-0.041,,,
,-0.067,,,,,0.074,0.119,-0.037,,,
,-0.064,,,,,0.077,0.12,-0.033,,,
,-0.065,,,,,0.08,0.121,-0.028,,,
,-0.065,,,,,0.08,0.13,-0.02,,,
,-0.065,,,,,0.08,0.134,-0.016,,,
,-0.066,,,,,0.083,0.141,-0.013,,,
,-0.063,,,,,0.085,0.149,-0.006,,,
,-0.06,,,,,0.085,0.157,0.002,,,
,-0.06,,,,,0.085,0.165,0.005,,,
,-0.06,,,,,0.085,0.169,0.008,,,
,-0.06,,,,,0.088,0.175,0.019,,,
,-0.06,,,,,0.09,0.186,0.03,,,
,-0.06,,,,,0.091,0.197,0.037,,,
,-0.06,,,,,0.1,0.205,0.045,,,
,-0.056,,,,,0.105,0.225,0.053,,,
,-0.052,,,,,0.105,0.238,0.061,,,
,-0.048,,,,,0.105,0.243,0.069,,,
,-0.044,,,,,0.106,0.245,0.077,,,
,-0.04,,,,,0.11,0.245,0.085,,,
,-0.036,,,,,0.11,0.26,0.101,,,
,-0.032,,,,,0.109,0.278,0.118,,,
,-0.028,,,,,0.114,0.289,0.132,,,
,-0.024,,,,,0.122,0.298,0.143,,,
,-0.02,,,,,0.125,0.315,0.155,,,
,-0.016,,,,,0.129,0.327,0.172,,,
,-0.012,,,,,0.133,0.339,0.18,,,
,-0.008,,,,,0.136,0.352,0.196,,,
,-0.004,,,,,0.135,0.362,0.211,,,
,0.0,,,,,0.135,0.37,0.21,,,
,0.008,,,,,0.139,0.387,0.234,,,
,0.017,,,,,0.14,0.393,0.246,,,
,0.022,,,,,0.14,0.401,0.259,,,
,0.027,,,,,0.139,0.412,0.278,,,
,0.035,,,,,0.135,0.415,0.285,,,
,0.044,,,,,0.135,0.427,0.301,,,
,0.048,,,,,0.132,0.433,0.311,,,
,0.054,,,,,0.129,0.44,0.321,,,
,0.061,,,,,0.13,0.452,0.331,,,
,0.065,,,,,0.13,0.455,0.335,,,
,0.069,,,,,0.126,0.459,0.352,,,
,0.07,,,,,0.125,0.466,0.358,,,
,0.072,,,,,0.123,0.473,0.367,,,
,0.075,,,,,0.119,0.474,0.382,,,
,0.075,,,,,0.12,0.47,0.385,,,
,0.08,,,,,0.121,0.47,0.389,,,
,0.078,,,,,0.117,0.467,0.393,,,
,0.088,,,,,0.115,0.465,0.397,,,
,0.101,,,,,0.114,0.464,0.401,,,
,0.095,,,,,0.11,0.46,0.405,,,
,0.094,,,,,0.11,0.46,0.405,,,
,0.096,,,,,0.111,0.455,0.402,,,
,0.093,,,,,0.108,0.446,0.398,,,
,0.09,,,,,0.105,0.438,0.395,,,
,0.09,,,,,0.105,0.43,0.395,,,
,0.09,,,,,0.105,0.422,0.391,,,
,0.09,,,,,0.102,0.413,0.386,,,
,0.088,,,,,0.098,0.409,0.386,,,
,0.085,,,,,0.094,0.402,0.383,,,
,0.085,,,,,0.09,0.385,0.37,,,
,0.085,,,,,0.086,0.373,0.362,,,
,0.082,,,,,0.082,0.358,0.351,,,
,0.08,,,,,0.078,0.344,0.341,,,
,0.08,,,,,0.073,0.331,0.331,,,
,0.08,,,,,0.065,0.31,0.31,,,
,0.08,,,,,0.061,0.29,0.29,,,
,0.077,,,,,0.057,0.273,0.273,,,
,0.074,,,,,0.053,0.257,0.257,,,
,0.075,,,,,0.049,0.241,0.241,,,
,0.075,,,,,0.045,0.225,0.225,,,
,0.075,,,,,0.041,0.213,0.213,,,
,0.072,,,,,0.037,0.198,0.198,,,
,0.068,,,,,0.033,0.182,0.182,,,
,0.064,,,,,0.03,0.166,0.166,,,
,0.06,,,,,0.03,0.15,0.15,,,
,0.056,,,,,0.026,0.138,0.134,,,
,0.052,,,,,0.025,0.123,0.116,,,
,0.048,,,,,0.024,0.109,0.094,,,
,0.043,,,,,0.019,0.096,0.076,,,
,0.035,,,,,0.015,0.08,0.065,,,
,0.031,,,,,0.015,0.067,0.053,,,
,0.024,,,,,0.012,0.059,0.04,,,
,0.018,,,,,0.01,0.051,0.031,,,
,0.013,,,,,0.009,0.043,0.022,,,
,0.005,,,,,0.005,0.035,0.01,,,
,0.001,,,,,0.005,0.027,-0.002,,,
,-0.003,,,,,0.006,0.019,-0.011,,,
,-0.006,,,,,0.003,0.011,-0.02,,,
,-0.005,,,,,0.0,0.004,-0.033,,,
,-0.005,,,,,0.0,0.0,-0.045,,,
,-0.009,,,,,0.0,-0.004,-0.053,,,
,-0.011,,,,,-0.003,-0.008,-0.059,,,
,-0.009,,,,,-0.006,-0.012,-0.06,,,
,-0.011,,,,,-0.005,-0.016,-0.06,,,
,-0.015,,,,,-0.005,-0.02,-0.065,,,
,-0.015,,,,,-0.009,-0.024,-0.077,,,
,-0.014,,,,,-0.011,-0.028,-0.087,,,
,-0.017,,,,,-0.009,-0.03,-0.092,,,
,-0.02,,,,,-0.011,-0.03,-0.096,,,
,-0.02,,,,,-0.015,-0.03,-0.1,,,
,-0.02,,,,,-0.015,-0.03,-0.1,,,
,-0.023,,,,,-0.014,-0.03,-0.1,,,
,-0.026,,,,,-0.017,-0.03,-0.1,,,
,-0.025,,,,,-0.02,-0.031,-0.1,,,
,-0.025,,,,,-0.02,-0.035,-0.1,,,
,-0.029,,,,,-0.02,-0.034,-0.1,,,
,-0.031,,,,,-0.023,-0.04,-0.1,,,
,-0.029,,,,,-0.026,-0.048,-0.1,,,
,-0.031,,,,,-0.025,-0.049,-0.1,,,
,-0.035,,,,,-0.025,-0.045,-0.1,,,
,-0.035,,,,,-0.025,-0.045,-0.1,,,
,-0.035,,,,,-0.022,-0.046,-0.097,,,
,-0.034,,,,,-0.019,-0.043,-0.094,,,
,-0.036,,,,,-0.02,-0.04,-0.095,,,
,-0.045,,,,,-0.02,-0.04,-0.095,,,
,-0.05,,,,,-0.016,-0.04,-0.095,,,
,-0.047,,,,,-0.014,-0.041,-0.092,,,
,-0.044,,,,,-0.016,-0.038,-0.089,,,
,-0.045,,,,,-0.014,-0.035,-0.09,,,
,-0.045,,,,,-0.01,-0.035,-0.09,,,
,-0.045,,,,,-0.01,-0.035,-0.09,,,
,-0.046,,,,,-0.011,-0.035,-0.087,,,
,-0.043,,,,,-0.008,-0.033,-0.084,,,
,-0.04,,,,,-0.005,-0.03,-0.085,,,
,-0.04,,,,,-0.005,-0.03,-0.085,,,
,-0.04,,,,,-0.005,-0.03,-0.085,,,
,-0.04,,,,,-0.002,-0.027,-0.086,,,
,-0.04,,,,,0.001,-0.025,-0.083,,,
,-0.04,,,,,0.0,-0.025,-0.08,,,
,-0.04,,,,,0.0,-0.025,-0.08,,,
,-0.036,,,,,0.004,-0.025,-0.08,,,
,-0.035,,,,,0.006,-0.022,-0.081,,,
,-0.035,,,,,0.004,-0.019,-0.078,,,
,-0.035,,,,,0.006,-0.02,-0.075,,,
,-0.035,,,,,0.01,-0.02,-0.075,,,
,-0.035,,,,,0.01,-0.02,-0.075,,,
,-0.032,,,,,0.013,-0.017,-0.075,,,
,-0.029,,,,,0.016,-0.014,-0.075,,,
,-0.03,,,,,0.015,-0.015,-0.074,,,
,-0.03,,,,,0.015,-0.015,-0.07,,,
,-0.03,,,,,0.019,-0.015,-0.07,,,
,-0.03,,,,,0.021,-0.016,-0.071,,,
,-0.03,,,,,0.019,-0.013,-0.068,,,
,-0.03,,,,,0.021,-0.01,-0.065,,,
,-0.03,,,,,0.025,-0.01,-0.065,,,
,-0.03,,,,,0.025,-0.01,-0.065,,,
,-0.03,,,,,0.024,-0.01,-0.062,,,
,-0.03,,,,,0.027,-0.01,-0.059,,,
,-0.03,,,,,0.03,-0.01,-0.06,,,
,-0.03,,,,,0.03,-0.01,-0.06,,,
,-0.03,,,,,0.03,-0.006,-0.056,,,
,-0.03,,,,,0.027,-0.005,-0.054,,,
,-0.03,,,,,0.024,-0.005,-0.056,,,
,-0.03,,,,,0.025,-0.005,-0.054,,,
,-0.03,,,,,0.025,-0.005,-0.05,,,
,-0.03,,,,,0.025,-0.005,-0.05,,,
,-0.03,,,,,0.026,-0.002,-0.051,,,
,-0.03,,,,,0.023,0.001,-0.048,,,
,-0.03,,,,,0.02,0.0,-0.045,,,
,-0.03,,,,,0.02,0.0,-0.045,,,
,-0.03,,,,,0.02,0.0,-0.045,,,
,-0.03,,,,,0.02,0.0,-0.042,,,
,-0.03,,,,,0.02,0.0,-0.039,,,
,-0.03,,,,,0.02,0.001,-0.04,,,
,-0.03,,,,,0.02,0.005,-0.04,,,
,-0.03,,,,,0.016,0.005,-0.039,,,
,-0.03,,,,,0.015,0.005,-0.046,,,
,-0.03,,,,,0.015,0.005,-0.053,,,
,-0.03,,,,,0.015,0.004,-0.056,,,
,-0.03,,,,,0.015,0.0,-0.06,,,
,-0.03,,,,,0.015,0.0,-0.06,,,
,-0.03,,,,,0.012,-0.003,-0.06,,,
,-0.03,,,,,0.009,-0.006,-0.06,,,
,-0.03,,,,,0.01,-0.005,-0.06,,,
,-0.03,,,,,0.01,-0.005,-0.06,,,
,-0.03,,,,,0.01,-0.009,-0.064,,,
,-0.03,,,,,0.01,-0.011,-0.065,,,
,-0.03,,,,,0.01,-0.009,-0.065,,,
,-0.03,,,,,0.009,-0.011,-0.065,,,
,-0.03,,,,,0.005,-0.015,-0.065,,,
,-0.03,,,,,0.005,-0.015,-0.065,,,
,-0.03,,,,,0.005,-0.014,-0.068,,,
,-0.03,,,,,0.005,-0.017,-0.072,,,
,-0.03,,,,,0.004,-0.02,-0.076,,,
,-0.03,,,,,0.0,-0.02,-0.08,,,
,-0.03,,,,,0.0,-0.024,-0.08,,,
,-0.03,,,,,0.0,-0.026,-0.083,,,
,-0.03,,,,,0.0,-0.024,-0.085,,,
,-0.03,,,,,-0.001,-0.026,-0.086,,,
,-0.03,,,,,-0.005,-0.03,-0.09,,,
,-0.03,,,,,-0.005,-0.03,-0.09,,,
,-0.03,,,,,-0.005,-0.029,-0.093,,,
,-0.03,,,,,-0.005,-0.032,-0.095,,,
,-0.03,,,,,-0.005,-0.035,-0.096,,,
,-0.03,,,,,-0.005,-0.035,-0.1,,,
,-0.03,,,,,-0.009,-0.035,-0.1,,,
,-0.03,,,,,-0.01,-0.038,-0.1,,,
,-0.03,,,,,-0.01,-0.041,-0.1,,,
,-0.031,,,,,-0.01,-0.04,-0.1,,,
,-0.035,,,,,-0.01,-0.04,-0.1,,,
,-0.035,,,,,-0.014,-0.044,-0.104,,,
,-0.035,,,,,-0.015,-0.046,-0.105,,,
,-0.035,,,,,-0.015,-0.044,-0.105,,,
,-0.035,,,,,-0.015,-0.046,-0.105,,,
,-0.035,,,,,-0.015,-0.05,-0.105,,,
,-0.035,,,,,-0.015,-0.05,-0.105,,,
,-0.035,,,,,-0.015,-0.05,-0.108,,,
,-0.035,,,,,-0.015,-0.05,-0.111,,,
,-0.035,,,,,-0.015,-0.05,-0.11,,,
,-0.035,,,,,-0.015,-0.05,-0.11,,,
,-0.035,,,,,-0.015,-0.05,-0.11,,,
,-0.035,,,,,-0.015,-0.05,-0.11,,,
,-0.035,,,,,-0.015,-0.05,-0.11,,,
,-0.035,,,,,-0.015,-0.05,-0.11,,,
,-0.035,,,,,-0.015,-0.05,-0.11,,,
,-0.035,,,,,-0.015,-0.054,-0.11,,,
,-0.035,,,,,-0.015,-0.055,-0.11,,,
,-0.035,,,,,-0.015,-0.055,-0.11,,,
,-0.035,,,,,-0.015,-0.055,-0.111,,,
,-0.035,,,,,-0.015,-0.055,-0.115,,,
,-0.035,,,,,-0.015,-0.055,-0.115,,,
,-0.035,,,,,-0.015,-0.055,-0.115,,,
,-0.035,,,,,-0.015,-0.055,-0.115,,,
,-0.035,,,,,-0.015,-0.055,-0.115,,,
,-0.035,,,,,-0.015,-0.055,-0.115,,,
,-0.035,,,,,-0.015,-0.055,-0.115,,,
,-0.032,,,,,-0.015,-0.058,-0.115,,,
,-0.029,,,,,-0.015,-0.061,-0.115,,,
,-0.03,,,,,-0.015,-0.06,-0.115,,,
,-0.03,,,,,-0.015,-0.06,-0.115,,,
,-0.03,,,,,-0.015,-0.06,-0.119,,,
,-0.03,,,,,-0.015,-0.06,-0.12,,,
,-0.03,,,,,-0.015,-0.06,-0.12,,,
,-0.03,,,,,-0.014,-0.06,-0.12,,,
,-0.03,,,,,-0.01,-0.06,-0.12,,,
,-0.03,,,,,-0.01,-0.064,-0.12,,,
,-0.03,,,,,-0.01,-0.065,-0.12,,,
,-0.03,,,,,-0.01,-0.065,-0.12,,,
,-0.03,,,,,-0.01,-0.065,-0.12,,,
,-0.03,,,,,-0.01,-0.065,-0.12,,,
,-0.026,,,,,-0.01,-0.065,-0.12,,,
,-0.025,,,,,-0.01,-0.065,-0.117,,,
,-0.025,,,,,-0.01,-0.065,-0.114,,,
,-0.025,,,,,-0.01,-0.064,-0.115,,,
,-0.025,,,,,-0.01,-0.06,-0.115,,,
,-0.025,,,,,-0.006,-0.06,-0.111,,,
,-0.025,,,,,-0.005,-0.061,-0.11,,,
,-0.025,,,,,-0.005,-0.058,-0.11,,,
,-0.025,,,,,-0.005,-0.055,-0.11,,,
,-0.025,,,,,-0.005,-0.055,-0.11,,,
,-0.025,,,,,-0.005,-0.055,-0.106,,,
,-0.025,,,,,-0.005,-0.052,-0.104,,,
,-0.025,,,,,-0.005,-0.05,-0.106,,,
,-0.024,,,,,-0.005,-0.05,-0.104,,,
,-0.02,,,,,-0.005,-0.05,-0.1,,,
,-0.016,,,,,-0.006,-0.051,-0.1,,,
,-0.012,,,,,0.003,-0.044,-0.1,,,
,-0.008,,,,,0.015,-0.037,-0.101,,,
,-0.004,,,,,0.022,-0.034,-0.098,,,
,0.0,,,,,0.03,-0.03,-0.09,,,
,0.004,,,,,0.042,-0.022,-0.086,,,
,0.008,,,,,0.052,-0.017,-0.079,,,
,0.012,,,,,0.058,-0.013,-0.073,,,
,0.016,,,,,0.069,-0.009,-0.068,,,
,0.02,,,,,0.085,-0.005,-0.06,,,
,0.02,,,,,0.078,-0.001,-0.055,,,
,0.022,,,,,0.068,0.003,-0.058,,,
,0.028,,,,,0.061,0.007,-0.061,,,
,0.03,,,,,0.053,0.011,-0.06,,,
,0.03,,,,,0.045,0.015,-0.06,,,
,0.034,,,,,0.037,0.016,-0.06,,,
,0.038,,,,,0.032,0.01,-0.06,,,
,0.041,,,,,0.027,0.0,-0.06,,,
,0.038,,,,,0.018,-0.006,-0.061,,,
,0.03,,,,,0.01,-0.01,-0.065,,,
,0.026,,,,,0.002,-0.018,-0.069,,,
,0.023,,,,,-0.006,-0.027,-0.073,,,
,0.016,,,,,-0.014,-0.032,-0.076,,,
,0.009,,,,,-0.021,-0.036,-0.074,,,
,0.005,,,,,-0.025,-0.04,-0.075,,,
,0.001,,,,,-0.032,-0.039,-0.091,,,
,-0.006,,,,,-0.045,-0.045,-0.102,,,
,-0.013,,,,,-0.053,-0.054,-0.109,,,
,-0.016,,,,,-0.055,-0.062,-0.117,,,
,-0.02,,,,,-0.055,-0.07,-0.12,,,
,-0.024,,,,,-0.055,-0.074,-0.122,,,
,-0.028,,,,,-0.054,-0.081,-0.138,,,
,-0.032,,,,,-0.057,-0.088,-0.145,,,
,-0.036,,,,,-0.06,-0.09,-0.139,,,
,-0.04,,,,,-0.06,-0.09,-0.14,,,
,-0.04,,,,,-0.06,-0.09,-0.141,,,
,-0.043,,,,,-0.06,-0.09,-0.137,,,
,-0.045,,,,,-0.06,-0.09,-0.135,,,
,-0.046,,,,,-0.061,-0.09,-0.135,,,
,-0.05,,,,,-0.065,-0.09,-0.135,,,
,-0.049,,,,,-0.065,-0.094,-0.143,,,
,-0.056,,,,,-0.065,-0.099,-0.148,,,
,-0.063,,,,,-0.065,-0.098,-0.152,,,
,-0.065,,,,,-0.065,-0.094,-0.155,,,
,-0.065,,,,,-0.065,-0.095,-0.155,,,
,-0.065,,,,,-0.061,-0.095,-0.155,,,
,-0.065,,,,,-0.06,-0.095,-0.156,,,
,-0.065,,,,,-0.058,-0.095,-0.153,,,
,-0.065,,,,,-0.054,-0.094,-0.15,,,
,-0.065,,,,,-0.055,-0.09,-0.15,,,
,-0.065,,,,,-0.055,-0.09,-0.15,,,
,-0.062,,,,,-0.052,-0.09,-0.15,,,
,-0.059,,,,,-0.049,-0.09,-0.15,,,
,-0.06,,,,,-0.05,-0.09,-0.15,,,
,-0.06,,,,,-0.05,-0.09,-0.15,,,
,-0.06,,,,,-0.046,-0.09,-0.15,,,
,-0.06,,,,,-0.044,-0.087,-0.15,,,
,-0.06,,,,,-0.046,-0.084,-0.15,,,
,-0.06,,,,,-0.044,-0.085,-0.15,,,
,-0.06,,,,,-0.04,-0.085,-0.15,,,
,-0.06,,,,,-0.04,-0.085,-0.15,,,
,-0.06,,,,,-0.041,-0.086,-0.147,,,
,-0.06,,,,,-0.038,-0.083,-0.144,,,
,-0.06,,,,,-0.035,-0.08,-0.145,,,
,-0.06,,,,,-0.035,-0.08,-0.145,,,
,-0.056,,,,,-0.035,-0.08,-0.145,,,
,-0.055,,,,,-0.035,-0.08,-0.145,,,
,-0.055,,,,,-0.035,-0.08,-0.145,,,
,-0.055,,,,,-0.035,-0.08,-0.145,,,
,-0.055,,,,,-0.035,-0.08,-0.145,,,
,-0.055,,,,,-0.035,-0.076,-0.145,,,
,-0.055,,,,,-0.035,-0.075,-0.145,,,
,-0.055,,,,,-0.035,-0.075,-0.145,,,
,-0.055,,,,,-0.035,-0.075,-0.145,,,
,-0.055,,,,,-0.035,-0.075,-0.145,,,
,-0.055,,,,,-0.035,-0.075,-0.141,,,
,-0.055,,,,,-0.032,-0.075,-0.139,,,
,-0.055,,,,,-0.029,-0.075,-0.141,,,
,-0.056,,,,,-0.03,-0.074,-0.139,,,
,-0.06,,,,,-0.03,-0.07,-0.135,,,
,-0.06,,,,,-0.03,-0.07,-0.135,,,
,-0.06,,,,,-0.03,-0.07,-0.136,,,
,-0.06,,,,,-0.03,-0.07,-0.133,,,
,-0.06,,,,,-0.03,-0.07,-0.13,,,
,-0.06,,,,,-0.03,-0.07,-0.13,,,
,-0.06,,,,,-0.03,-0.07,-0.13,,,
,-0.06,,,,,-0.03,-0.071,-0.127,,,
,-0.06,,,,,-0.03,-0.068,-0.124,,,
,-0.06,,,,,-0.03,-0.065,-0.125,,,
,-0.06,,,,,-0.03,-0.065,-0.125,,,
,-0.06,,,,,-0.026,-0.065,-0.121,,,
,-0.06,,,,,-0.024,-0.065,-0.119,,,
,-0.06,,,,,-0.026,-0.065,-0.121,,,
,-0.06,,,,,-0.024,-0.065,-0.119,,,
,-0.06,,,,,-0.02,-0.065,-0.115,,,
,-0.06,,,,,-0.02,-0.065,-0.115,,,
,-0.06,,,,,-0.021,-0.066,-0.116,,,
,-0.06,,,,,-0.017,-0.06,-0.113,,,
,-0.06,,,,,-0.008,-0.047,-0.11,,,
,-0.06,,,,,0.0,-0.04,-0.11,,,
,-0.059,,,,,0.009,-0.031,-0.11,,,
,-0.064,,,,,0.01,-0.028,-0.111,,,
,-0.063,,,,,0.03,-0.001,-0.106,,,
,-0.069,,,,,0.069,0.046,-0.1,,,
,-0.085,,,,,0.105,0.09,-0.09,,,
